id,name,type,entry_created,entry_updated,trend_description,industry,platform,is_active,trend_image
258,Novak Djokovic withdraws from the Cincinnati Open,Sports News,8/5/25 15:31,8/21/25 6:05,"SportsTok is buzzing as Novak Djokovic withdraws from the Cincinnati Open, sparking heated conversation and content ahead of the US Open. Instead of competing in the Cincinnati Masters, Djokovic—now 38 and racing the clock of age and injuries—has opted to rest and mentally prep for Flushing Meadows, bypassing his last hard-court tune-up before the major kicks off on August 24",7,tiktok,0,template_trends/novak_djokovic_withdraws_from_the_cincinnati_open.png
257,Summer Series Crown: Red Devils Rising,Sports News,8/5/25 15:31,8/21/25 6:05,"SportsTok is buzzing as Manchester United secured the title at the 2025 Premier League Summer Series in the United States. The final showdown—an electrifying 2‑2 draw against Everton at Atlanta's Mercedes‑Benz Stadium—sealed the victory. Despite conceding twice, United finished unbeaten, with early goals from Bruno Fernandes (penalty) and a sublime strike by Mason Mount, plus standout contributions from new signing Bryan Mbeumo for strong attacking chemistry.",7,tiktok,0,template_trends/summer_series_crown_red_devils_rising.png
259,Fall Aesthetic,Home Lifestyle Content,8/5/25 15:32,8/21/25 6:05,"As the air turns crisp and pumpkin spice returns to the shelves, HomeTok is diving headfirst into fall aesthetic mode. This trend is all about transforming everyday spaces into autumn sanctuaries—think rust-toned throw blankets, moody candlelight, woven textures, dried florals, and the soft scent of apple cider wafting in the background.

From bookshelf restyling and velvet pillow swaps to entryways decked out with mini pumpkins and amber glass accents, creators are showing how even the smallest corners of a home can radiate cozy, nostalgic fall energy. It’s not just decor—it’s an invitation to slow down and romanticize staying in.

Whether you're Team Terracotta or obsessed with plaid, this trend is where warm color palettes, layered textures, and seasonal scents take over the feed in the most aesthetically satisfying way possible.",4,tiktok,0,template_trends/fall_aesthetic.png
260,Fall Shopping Haul,Home Lifestyle Content,8/5/25 15:32,8/21/25 6:05,"Home lifestyle creators are officially entering their autumn girl era with this cozy season kickoff trend: the Fall Shopping Haul. From oversized knit throws and cinnamon-scented candles to amber glassware, moody florals, and pumpkin everything—feeds are filling up with aesthetic unboxings and Target runs turned rituals.

The vibe? Intentional nesting meets “I just needed one thing, but left with a cart full of fall.” Whether it's prepping for tablescapes or swapping out summer for spice-toned decor, this trend is all about elevating the everyday with textures, colors, and cozy details that scream fall.",4,tiktok,0,template_trends/fall_shopping_haul.png
261,Rustic Farmhouse,Home Design,8/6/25 14:27,8/21/25 6:06,"The home lifestyle scene is getting a warm, lived-in refresh with the Rustic Farmhouse Design trend making its cozy comeback. Think distressed wood beams, vintage finds, shiplap walls, antique brass accents, and neutral tones layered with texture.

Creators are opening their doors to a design style that feels timeless yet grounded, blending rural charm with modern comfort. Whether it’s a reclaimed wood dining table, an open-shelved kitchen, or cozy nooks filled with ticking stripe cushions and woven baskets—every corner whispers nostalgia with a refined touch.

This trend is less about perfection, more about personality and patina, reminding viewers that comfort, charm, and character are always in style.",4,tiktok,0,template_trends/rustic_farmhouse.png
262,"Ring, Ring, Ring",Pop Culture Content,8/6/25 14:28,8/21/25 6:05,"Pop culture meets lowkey groove in the Ring Ring Energy trend, where creators vibe to Tyler, The Creator’s “Ring Ring Ring” with a chill, understated dance that’s all about smooth attitude. The standout move? A casual thumb-and-pinky phone gesture that gives just the right amount of main character energy.

It’s not flashy—it’s intentional. The kind of dance that feels like you’re in on something cool, without even trying.",5,tiktok,0,template_trends/ring_ring_ring.png
263,Eating at every fastfood place we both agree on,Pop Culture Content,8/6/25 14:29,8/21/25 6:05,"In the If We Both Say Yes… trend, creators put their fast food loyalties to the test—literally. Set to an audio listing various fast food chains, couples or besties close their eyes and only open them for the spots they both agree on.

The challenge? Only dining at the places where their cravings align. From Chick-fil-A stans to Taco Bell ride-or-dies, this trend reveals where the real food love overlaps. It’s part compatibility test, part hunger game—and viewers are loving the unspoken drama of that one person who refuses to open their eyes for McDonald's.",5,tiktok,0,template_trends/eating_at_every_fastfood_place_we_both_agree_on.png
264,Peak Anti-Jeremiah,Pop Culture Content,8/6/25 14:30,8/21/25 6:05,"In the trend Not When He’s On Screen, The Summer I Turned Pretty fans are letting the internet know exactly how they feel about Jeremiah—and it’s not subtle. From mock-throwing their TVs to dramatically storming out of the room, fans are using humor and chaos to express their full-blown anti-Jeremiah agenda.

Whether you’re Team Conrad or just passionately not Team Jeremiah, this trend is peak BookTok-meets-PopTok chaos, perfectly timed for the most emotionally charged episodes of the season.",5,tiktok,0,template_trends/peak_anti-jeremiah.png
265,rem Beauty Plumping Lip Gloss,Makeup Product,8/6/25 14:31,8/21/25 6:06,"The beauty world is buzzing as REM Beauty unveils its new and improved Plumping Lip Gloss—now glossier, juicier, and spicier than ever. In the Plump Dreams, REM Edition trend, creators are swiping on the gloss and showing off instant transformations: lips look fuller, glassier, and totally camera-ready.

Whether it’s a GRWM, a close-up swatch, or a dramatic before-and-after, this trend proves that Ari’s gloss upgrade is not just a comeback—it’s a glow-up.",1,tiktok,0,template_trends/rem_beauty_plumping_lip_gloss.png
266,Beauty Creations x Powerpuff Girls,Makeup Product,8/6/25 14:32,8/21/25 6:06,"Beauty meets nostalgia in the Sugar, Spice & Makeup Nice trend as Beauty Creations teams up with The Powerpuff Girls for a limited edition collection that's stealing hearts and vanities. From bright blushes to vibrant palettes and glosses named after Blossom, Bubbles, and Buttercup, creators are unboxing, swatching, and reliving their cartoon-core era in full glam.

This trend blends throwback energy with bold beauty, reminding us that saving the world (or your makeup routine) before bedtime is totally a thing. 💥💗💚💙",1,tiktok,0,template_trends/beauty_creations_x_powerpuff_girls.png
267,The Dead Husband Cookbook,Book,8/6/25 14:33,8/21/25 6:06,"BookTok is buzzing with morbid intrigue thanks to The Dead Husband Cookbook by Danielle Rollins—a gripping mystery that’s anything but your typical domestic drama. In the Cooked Up Something Deadly trend, readers are spotlighting this sinister and suspenseful tale about a woman who returns to her hometown after her husband's suspicious death… only to uncover chilling secrets hidden within a mysterious cookbook.

Creators are posting their shocked reactions, favorite eerie quotes, and slow-burn theories, often paired with cozy visuals that contrast the story’s darker undertones—because in this book, grief, guilt, and gourmet meals make for a hauntingly addictive mix.",2,tiktok,0,template_trends/the_dead_husband_cookbook.png
268,Accomplice to the Villain,Book,8/6/25 14:34,8/21/25 6:06,"BookTok is falling head over heels for chaos—and it's all thanks to Accomplice to the Villain by Hannah Nicole Maehrer. In the Morally Gray & Loving It trend, readers are sharing their reactions to this swoony, laugh-out-loud romantic fantasy where a sunshine assistant finds herself wrapped up in the world (and arms) of a dramatic, dangerously charming villain.

From annotating the most unhinged banter to romanticizing red flags with zero shame, this trend is all about embracing morally gray love interests, chaotic workplace dynamics, and the thrill of falling for someone you probably shouldn’t. Fans are using the trend to post dreamy edits, spicy quotes, and “POV: You're the assistant to the villain” scenarios—and honestly? We're all accomplices now.",2,tiktok,0,template_trends/accomplice_to_the_villain.png
269,Rare Bites Only,Snack,8/6/25 14:35,8/21/25 6:06,"SnackTok is buzzing with sweet excitement over the Oreo x Selena Gomez collaboration—a limited-edition release that's giving dessert a dose of star power. In the Rare Bites Only trend, fans are sharing their unboxings, first bites, and aesthetic content centered around the collectible packaging and dreamy flavor drop inspired by Selena’s signature style.

Whether you're a Selenator, a cookie connoisseur, or just here for the snacks, this trend is full of slow-motion cookie dunks, pink-toned hauls, and commentary on how the flavor is “literally giving Rare Beauty in dessert form.” It's a treat for the tastebuds—and the feed.",3,tiktok,0,template_trends/rare_bites_only.png
272,Bowling Shoes,Footwear,8/6/25 14:36,8/21/25 6:06,"What once stayed at the lanes is now walking runways—bowling shoes are rolling into the spotlight. In the Strikes Only Style trend, creators are embracing the retro-sporty silhouette with unexpected streetwear twists. From color-blocked leathers to chunky soles, these vintage-inspired kicks are getting styled with baggy jeans, mini skirts, and even tailored fits.

It’s the kind of offbeat, ironic cool that feels both nostalgic and fashion-forward. Whether thrifted or designer, these shoes are turning heads—and not just at the arcade.",6,tiktok,0,template_trends/bowling_shoes.png
271,Leather and Lace,Fashion Style,8/6/25 14:36,8/21/25 6:06,"Opposites attract in the fashion world’s latest obsession: leather and lace. The Soft Meets Savage trend is taking over styletok as creators fuse edgy leather pieces with delicate lace—think moto jackets over sheer corset tops, lace slip dresses paired with chunky boots, or black lace peeking out under structured leather blazers.

It’s the ultimate balance of bold and romantic, sweet and rebellious. Whether it's giving dark feminine vibes or channeling a soft grunge energy, this contrast-heavy combo is proof that you really can have both.",6,tiktok,0,template_trends/leather_and_lace.png
270,M&S Pistachio Cookie,Food,8/6/25 14:36,8/21/25 6:06,"There’s a new cookie causing chaos in snack aisles and TikTok feeds—and it’s the M&S Pistachio Cookie. Foodies are rushing to their nearest Marks & Spencer trying to get their hands on the now-viral soft-baked cookie that’s being dubbed """"green gold.”

With creators posting dramatic first-bite reactions, cookie hauls, and even heated “is it worth the hype?” debates, this pistachio-packed treat is turning grocery runs into treasure hunts. The outside? Golden and chewy. The inside? Loaded with creamy pistachio chunks that have snacktok in a collective meltdown.",3,tiktok,0,template_trends/ms_pistachio_cookie.png
273,Crumble Freakiest Dessert Lineup,Food Menu,8/6/25 14:37,8/21/25 6:06,"Crumbl just took “sweet tooth” to a whole new personality. With their Freaky Friday-inspired cookie collab, the dessert giant is leaning into its wildest, weirdest, and most unpredictable flavor drop yet—and FoodTok is eating it up.

From flavor combos you never saw coming to a cookie that literally embodies the chaos of switching lives, creators are filming first bites, unboxings, and dramatic reactions to the “freakiest lineup” Crumbl has ever launched.

It’s not just dessert—it’s a plot twist in every box.",8,tiktok,0,template_trends/crumble_freakiest_dessert_lineup.png
275,Serving Up a New Era,Sports News,8/6/25 14:37,8/21/25 6:07,"Sportstok is lighting up with reactions to the groundbreaking merger of the Pro Volleyball League (PVL) and Major League Volleyball (MLV) in the U.S.—a major play that’s set to reshape the future of professional women’s volleyball.

This newly unified league promises bigger rosters, national reach, and amplified visibility for the sport, with fans celebrating what feels like the WNBA moment for volleyball. Players, analysts, and content creators are weighing in on what this consolidation means: stronger competition, broadcast potential, and a long-overdue spotlight on one of the fastest-growing sports in the country.

Whether you’re team spikes or blocks, one thing’s clear—U.S. volleyball just leveled up.",7,tiktok,0,template_trends/serving_up_a_new_era.png
274,Wrangle the Bacon Cravings,Food Menu,8/6/25 14:37,8/21/25 6:06,"Whataburger just dropped a limited-time heavyweight that’s got FoodTok ready to saddle up: the Bacon Wrangler Double. Stacked high with double the beef, crispy bacon, smoky sauce, and that signature Texas flair, this burger isn’t just a meal—it’s a full-on showdown of flavor.

Creators are pulling into drive-thrus and unwrapping the BBQ beast, filming messy first bites, cowboy-themed reviews, and reactions that say one thing: this one’s worth the hype. Whether you're in it for the bacon or the boldness, the Bacon Wrangler Double is riding high on the charts of fast food fame.

Catch it before it gallops off the menu. 🤠",8,tiktok,0,template_trends/wrangle_the_bacon_cravings.png
276,Toon’s Next Target: Šeško,Sports News,8/6/25 14:38,8/21/25 6:07,"Sportstok is buzzing as Newcastle United makes headlines with a reported bid for RB Leipzig’s rising star, Benjamin Šeško. The 21-year-old Slovenian striker, known for his height, speed, and finishing finesse, has been on the radar of Europe’s elite—and now, the Magpies are looking to bring him to St. James' Park.

Fans are diving into the potential fit: Is Šeško the missing piece to Newcastle’s frontline? Will he be the next big Premier League breakout? Transfer speculation TikToks, stat breakdowns, and dream XI edits are flooding feeds, marking this as one of the most talked-about transfer rumors of the summer.",7,tiktok,0,template_trends/toons_next_target_šeško.png
277,Intentional Clutter,Home Design,8/8/25 17:20,8/26/25 3:13,"In the home lifestyle scene, minimalism is taking a backseat as “intentional clutter” rises in popularity—a design style where every item out in the open has purpose, personality, and a story to tell. From stacked coffee table books to mismatched ceramics, layered textiles, and art casually leaned against the wall, creators are showing how a little chaos can feel warm, lived-in, and deeply personal.

TikTok feeds are filling with tours of spaces that look like someone really lives there—collections on display, cozy messes arranged like art, and a refusal to hide the quirks that make a house a home. It’s proof that beauty sometimes lives in the just right kind of mess.",4,tiktok,0,template_trends/intentional_clutter.png
279,Jump Pact Prank,Pop Culture Content,8/8/25 17:20,8/26/25 3:14,"In the pop culture niche, “Jump Pact Prank” is giving couples content a mischievous twist. Creators set up videos with the text “told him we were gonna jump together”—building trust and suspense—only to hilariously break the pact at the exact cue of the trending audio.

When the moment comes, the girlfriends stay put while their unsuspecting boyfriends take the leap (literally), resulting in a mix of shock, betrayal, and pure comedy. The trend blends playful relationship banter with perfectly timed editing, making it a laugh-filled favorite across TikTok.",5,tiktok,0,template_trends/jump_pact_prank.png
278,The Art of Doing it Alone,Home Lifestyle Content,8/8/25 17:20,8/26/25 3:14,"In the home lifestyle niche, “The Art of Doing It Alone” has become a soft, cinematic love letter to solitude. Creators share gentle, unhurried videos of their day—brewing morning coffee, wandering through bookstores, cooking dinner for one—paired with the simple yet powerful text overlay.

The trend captures the beauty of independence and the quiet satisfaction of enjoying your own company. It’s not about loneliness, but about romanticizing the small rituals that make solo living feel full, intentional, and deeply fulfilling—like turning everyday moments into acts of self-care.",4,tiktok,0,template_trends/the_art_of_doing_it_alone.png
281,Denim Lashes,Makeup Product,8/8/25 17:22,8/26/25 3:14,"In the beauty and makeup niche, “Denim Lashes” is all about bold, blue-eyed confidence—literally. MAC Cosmetics has dropped their newest M·A·CStack mascara shade, Blue Denim, and beauty creators are rushing to show off how the rich, inky-blue pigment makes lashes pop. From subtle tints that catch the light to full-volume, high-drama looks, this trend proves colored mascara is back in a big way.

The feed is filling up with swipe-on demos, before-and-after transformations, and creative eye looks that turn a classic denim hue into the statement accessory you didn’t know you needed.",1,tiktok,0,template_trends/denim_lashes.png
280,Make them think it's a picture,Pop Culture Content,8/8/25 17:22,8/26/25 3:14,"In the pop culture niche, “Picture… or Not” is the ultimate freeze-frame fake-out. Creators start their videos perfectly posed with the text “make them think it’s a picture”, holding completely still to sell the illusion. Just when viewers are convinced it’s a photo, they break the pose—smiling, laughing, or moving unexpectedly—catching audiences off guard in the most satisfying way.

It’s a playful mix of visual trickery and comedic timing, making it one of those scroll-stopping trends that’s as fun to watch as it is to create.",5,tiktok,0,template_trends/make_them_think_its_a_picture.png
282,12 Days of Scent-sation,Beauty Advent Calendar,8/8/25 17:23,8/26/25 3:14,"In the beauty and fragrance niche, “12 Days of Scent-sation” is all about the hype surrounding the Harrods 12 Days of Fragrance Advent Calendar 2025—a luxurious countdown filled with miniature treasures from perfumery’s finest, including Ex Nihilo, Jo Malone London, Parfums de Marly, and Creed.

Priced at £215 and already sold out in pre-orders, this coveted calendar has TikTokers buzzing with unboxings, speculation videos, and in-store hunt vlogs as they prepare for its September restock in Harrods and H beauty stores. It’s more than a gift—it’s a daily dose of olfactory indulgence wrapped in Harrods’ signature elegance.",1,tiktok,0,template_trends/12_days_of_scent-sation.png
283,Glitter on the Spine,Book Design,8/8/25 17:23,8/26/25 3:14,"In the booktok niche, “Glitter on the Spine” spotlights the growing trend of bedazzling books—where readers turn their beloved paperbacks and hardcovers into sparkling, jewel-studded works of art. TikTokers are sharing satisfying DIYs, from adding rhinestones to titles on the spine to covering entire covers in shimmering gems, often matching the design to the book’s theme or aesthetic.

It’s part fandom devotion, part creative expression, and all about making your bookshelf shine—literally. The videos often feature ASMR-style gem application, cozy desk setups, and that final sparkle reveal that leaves fellow book lovers swooning.",2,tiktok,0,template_trends/glitter_on_the_spine.png
284,Goodreads Reading Challenge,Booktok Challenge,8/8/25 17:23,8/26/25 3:14,"In the BookTok niche, captures readers proudly sharing their progress on this year’s Goodreads Reading Challenge. From hitting their halfway goal in August to racing to catch up before December, creators post aesthetic montages of book stacks, Kindle screens, and cozy reading nooks—paired with captions like “X of 50 books read” or “Only 3 left to go!”.

It’s a mix of accountability and community celebration, where viewers cheer each other on, swap recommendations to hit their targets, and compare how their 2025 TBRs are shaping up. Some even add playful edits for when they’re “behind schedule,” making the challenge as entertaining as it is motivating.",2,tiktok,0,template_trends/goodreads_reading_challenge.png
286,Bloom Nutrition Strawberry Watermelon Energy Drink,Beverage,8/8/25 17:24,8/26/25 3:14,"In the food and beverage niche, “Sip Into Summer Energy” captures TikTok’s growing obsession with the Bloom Nutrition Strawberry Watermelon Energy Drink. Bursting with juicy, candy-like flavor, this limited-release drink has become the go-to pick-me-up for creators looking to pair hydration with a sweet summer vibe.",3,tiktok,0,template_trends/bloom_nutrition_strawberry_watermelon_energy_drink.png
287,Copenhagen Fashion Week 2025,Fashion Week,8/8/25 17:24,8/26/25 3:14,"FashionTok is feeling the cool confidence emanating from the streets and runways of Copenhagen Fashion Week Fall/Winter 2025. Designers leaned into sustainable luxe with sturdy pieces that feel forever—not fleeting. Expect staple silhouettes like sculptural tailoring (see: Han Kjøbenhavn), delicate lace mixed with rugged textures, like leather or knits, and wide-eyed nostalgia via candy-colored bubble skirts and whimsical embroidery.",6,tiktok,0,template_trends/copenhagen_fashion_week_2025.png
285,National Spam Musubi Day,Food Holiday,8/8/25 17:24,8/26/25 3:14,"In the food and beverage niche, “Spam Musubi Spotlight” celebrates National Spam Musubi Day—a delicious nod to the beloved Hawaiian snack made of grilled Spam, seasoned rice, and seaweed wrap. Creators join in by sharing their favorite recipes, showing off creative flavor twists (think teriyaki glaze or spicy mayo drizzle), and even ranking their favorite spots to grab one.

The trend is equal parts cultural appreciation and foodie indulgence, with close-up shots of golden-brown Spam sizzling in the pan and perfectly wrapped musubi ready for a beach picnic. Some use the day as an excuse to host Spam Musubi-making parties, while others turn it into a taste test marathon, proving that this iconic snack is more than worthy of its own holiday.",3,tiktok,0,template_trends/national_spam_musubi_day.png
288,Statement Necklaces,Fashion Item,8/8/25 17:24,8/26/25 3:15,"Fashion creators are swapping dainty chains for necklaces that demand attention — bold, oversized pendants that turn any outfit into a statement. From chunky geometric shapes to vintage-inspired lockets and gemstone clusters, these pieces aren’t just accessories, they’re conversation starters. Styled over turtlenecks, layered with chokers, or worn solo against a plunging neckline, the big pendant trend is redefining jewelry as the main event rather than the finishing touch. On TikTok, it’s all about the close-up shots, outfit transitions, and that dramatic moment when the pendant swings into frame.",6,tiktok,0,template_trends/statement_necklaces.png
291,D’Tigress Dynasty Confirmed,Basketball,8/8/25 17:25,8/26/25 3:15,"SportsTok is erupting with pride and celebration as Nigeria’s D’Tigress made history, clinching their fifth consecutive Women’s AfroBasket title at the 2025 championship in Abidjan, Côte d’Ivoire. Videos are filled with highlight-worthy clips of standout performances from MVP Amy Okonkwo and her teammates, emotional celebrations, and voiceover tributes calling these women not just champions—but a dynasty. Fan edits and reaction reels are booming, with captions celebrating how the D’Tigress remain “Unstoppable. Unbeaten. Unmatched.",7,tiktok,0,template_trends/dtigress_dynasty_confirmed.png
289,Tacobell Cheesy Melt Grilled Steak Burrito,Menu,8/8/25 17:25,8/26/25 3:15,"Taco Bell fans are losing it over the latest Cravings Value Menu MVP: the Cheesy Melt Grilled Steak Burrito. Packed with tender grilled steak, seasoned rice, a three-cheese blend, jalapeño ranch, and cool sour cream, then grilled to golden perfection, this $3 creation is giving big flavor on a budget.

TikTok creators are unwrapping, taste-testing, and slow-mo pulling apart the ooey-gooey cheese in videos that feel almost cinematic. Whether it’s ranked as a fast-food win, reviewed mid-drive-thru, or filmed in full ASMR glory, the burrito’s melty moment is dominating foodie FYPs everywhere.",8,tiktok,0,template_trends/tacobell_cheesy_melt_grilled_steak_burrito.png
290,Wendy's Sparkling Energy Drink,Beverage,8/8/25 17:25,8/26/25 3:15,"Fast food TikTok is fizzing as Wendy’s drops its first-ever Sparkling Energy Drinks, and the reaction is electric. Available in two fruit-forward flavors — Cherry Limeade Sparkling Energy and Pineapple Citrus Sparkling Energy — these bubbly beverages pack 80 to 120 mg of caffeine (equivalent to a cup of coffee), making them a perfect pick-me-up with fast-food flair.",8,tiktok,0,template_trends/wendys_sparkling_energy_drink.png
292,Ledecky’s 800 Free Golden Rule,Swimming,8/8/25 17:26,8/26/25 3:15,"SportsTok is buzzing with admiration and awe as Katie Ledecky reigns supreme once more, clinching her seventh consecutive world title in the 800-meter freestyle, this time at the 2025 World Aquatics Championships in Singapore. In a dramatically charged showdown dubbed the “race of the century,” Ledecky surged past rising star Summer McIntosh in the final 100 meters, defending her crown with a championship record of 8:05.62.",7,tiktok,0,template_trends/ledeckys_800_free_golden_rule.png
293,"Say the Name, Seal the Deal",Pop Culture Content,8/9/25 11:55,8/26/25 3:15,"PopTok is having a playful psychic moment with this name-dropping challenge. Creators flash a bold on-screen text like “If we say your boyfriend’s name, he’ll buy you an engagement ring” or “If we say your best friend’s name, they owe you lunch”—then reveal a name for the ultimate reaction bait. It’s part superstition, part dare, and 100% engineered for comments full of “omg you said his name!” Fans are tagging friends, testing fate, and wondering if TikTok just manifested their next big life moment.",5,tiktok,0,template_trends/say_the_name_seal_the_deal.png
294,"Alexander, Come Back to Sleep",Pop Culture Content,8/9/25 11:56,8/26/25 3:15,"Hamilton fans on TikTok are turning stage drama into pure comedy with this escape-act twist. Creators dress up as Alexander Hamilton (or a chaotic, modern version), caught in the middle of a sneaky getaway—when suddenly, the iconic lyric “Alexander, come back to sleep” bursts in. The moment the line drops, they freeze mid-escape, eyes wide in guilty shock, as if they’ve just been busted red-handed. It’s theatrical mischief meets musical theatre meme, and the comment sections are as dramatic as the scene itself.",5,tiktok,0,template_trends/alexander_come_back_to_sleep.png
295,Green With Envy Lashes,Makeup Product,8/9/25 11:56,8/26/25 3:15,"YSL’s new green mascara is painting TikTok’s lash game in bold, envy-inducing strokes. Beauty creators are ditching basic black and sweeping on this rich emerald hue, showing how a pop of color can transform an everyday look into high-fashion drama. Whether paired with a bare face for a subtle statement or full glam for runway vibes, this luxe lash trend proves that green isn’t just for eyeshadow—it’s the new power move for your mascara wand.",1,tiktok,0,template_trends/green_with_envy_lashes.png
296,Sheglam Bubble Bath Collection,Makeup Product Line,8/9/25 11:57,8/26/25 3:15,"Sheglam’s new Bubble Bath Collection is turning self-care nights into a full-on sensory escape. TikTok’s beauty lovers are unboxing pastel bottles and frothy suds, showing off the dreamy scents, luxe foam, and Insta-worthy aesthetics that make every bath feel like a spa. From rainbow-tinted bubbles to calming aromas, this collection isn’t just about getting clean—it’s about soaking in pure, playful indulgence.",1,tiktok,0,template_trends/sheglam_bubble_bath_collection.png
297,The Locked Ward,Book,8/9/25 11:58,8/26/25 3:15,"BookTok is abuzz with chilling discussions around The Locked Ward, a gripping psychological read that blurs the line between sanity and suspicion. Readers are posting reactions, fan theories, and page annotations as they dive into its claustrophobic setting, unreliable narrators, and twisty reveals. Every clip feels like a whispered secret from behind closed hospital doors—making it impossible to stop turning the pages.",2,tiktok,0,template_trends/the_locked_ward.png
298,Theory of Dreaming,Book,8/9/25 11:58,8/26/25 3:15,"BookTok readers are floating through the poetic, otherworldly pages of Theory of Dreaming, a novel that blurs reality with reverie. Clips show annotated passages, dreamy aesthetics, and slow, ethereal edits that capture the book’s surreal tone. Fans are dissecting its layered meanings—about love, memory, and the subconscious—making it feel less like reading a story and more like stepping into someone else’s dream.",2,tiktok,0,template_trends/theory_of_dreaming.png
299,Blueberry Twist in Tennessee,Beverage,8/9/25 11:59,8/26/25 3:15,"FoodTok and cocktail creators are buzzing over the launch of Jack Daniel’s Tennessee Blueberry, a bold new flavor that blends the whiskey’s signature smooth kick with a sweet, juicy berry finish. From smoky blueberry Old Fashioneds to fizzy summer spritzes, videos are pouring in with inventive drink recipes, tasting reactions, and aesthetic bottle shots—making this the sip everyone wants in their bar cart this season.",3,tiktok,0,template_trends/blueberry_twist_in_tennessee.png
300,Bomber Back in Business,Fashion Style,8/9/25 11:59,8/26/25 3:15,"The bomber jacket is making a high-flying comeback, soaring from vintage street style to modern runway chic. TikTok creators are styling it every which way—oversized for that effortless cool, cropped for a sleek silhouette, or layered over unexpected textures for a fashion-forward twist. Whether paired with cargos for a Y2K revival or thrown over slip dresses for contrast, this outerwear classic proves it can weather any style era. The bomber’s back, and it’s rewriting the rules of casual-cool.",6,tiktok,0,template_trends/bomber_back_in_business.png
301,Oatmeal Creme Pies,Food Recipe,8/9/25 11:59,8/26/25 3:16,"TikTok’s kitchen is smelling sweet as creators whip up homemade oatmeal creme pies—soft, chewy oatmeal cookies hugging a cloud of creamy filling. From nostalgic Little Debbie dupes to gourmet, spiced-up versions, videos are overflowing with mixing ASMR, oozy frosting shots, and bite reactions that make viewers want to grab a mixing bowl ASAP.",3,tiktok,0,template_trends/oatmeal_creme_pies.png
303,GAP x BÉIS,Fashion Collaboration,8/9/25 12:01,8/26/25 3:16,"The GAP x BÉIS collab is turning airport style into a full-on fashion statement. Merging GAP’s iconic, laid-back Americana with BÉIS’s travel-savvy, minimalist edge, this collection is all about pieces that look just as good in the terminal as they do on the street. From oversized hoodies that double as in-flight blankets to sleek luggage that’s as photogenic as it is functional, TikTok creators are styling these essentials in “pack with me” and “airport OOTD” videos—proving that comfort and cool can share the same carry-on.",6,tiktok,0,template_trends/gap_x_béis.png
302,Heinz Ketchup Smoothie,Beverage,8/9/25 12:01,8/26/25 3:16,"Smoothie King’s latest wild card—a Heinz Ketchup smoothie—is turning TikTok into a giant taste-test arena. Blending the iconic tang of ketchup with a surprisingly creamy base, this flavor has creators filming dramatic first gulps, confused eyebrow raises, and the occasional “wait…this is actually good?” moment. It’s bizarre, it’s bold, and it’s got everyone wondering if this is the next big foodie dare or an oddly satisfying sip you’ll secretly crave.",3,tiktok,0,template_trends/heinz_ketchup_smoothie.png
